datetime,total_lmp_day_ahead,total_lmp_real_time,congestion_price_day_ahead,congestion_price_real_time,marginal_loss_price_day_ahead,marginal_loss_price_real_time,rt_da_spread,congestion_share_da,congestion_share_rt,da_price_spike,rt_price_spike,load_mw,temperature_2m,hour,dayofweek,month,is_weekend,sin_hour,cos_hour,load_mw_lag_1,load_mw_lag_24,load_mw_lag_168,total_lmp_day_ahead_lag_1,total_lmp_day_ahead_lag_24,total_lmp_day_ahead_lag_168,load_mw_rolling_mean_24,load_mw_rolling_std_24,da_lmp_rolling_mean_24,da_lmp_rolling_std_24,congestion_share_da_lag_1,target_da_lmp_next_hour,target_da_spike_next_hour
2024-01-08 10:00:00,26.671136,21.824288,0.360214,0.4155,-0.509078,-0.148712,-4.846848000000001,0.013505761434383597,0.019038421780357737,0,0,17246.719,-0.3,10,0,1,0,0.49999999999999994,-0.8660254037844387,17602.262000000002,15331.632,14909.753,27.643177,26.243202,26.074756,15810.954291666667,1053.8442707554318,28.208032375,6.591368815022559,0.005244657660007748,26.230404,0.0
2024-01-08 11:00:00,26.230404,23.616057,0.150856,0.520008,-0.490452,-0.120617,-2.6143469999999986,0.005751188582531935,0.0220192557970198,0,0,16854.058,1.0,11,0,1,0,0.258819045102521,-0.9659258262890682,17246.719,15414.518,15079.799,26.671136,25.627419,25.626096,15890.749583333332,1087.9253030178288,28.225862958333334,6.586399515972655,0.013505761434383597,25.28419,0.0
2024-01-08 12:00:00,25.28419,23.367669,0.086831,0.506713,-0.442641,-0.13071,-1.9165209999999995,0.003434201372478217,0.021684362269938005,0,0,16514.936,1.8,12,0,1,0,1.2246467991473532e-16,-1.0,16854.058,15460.692,14994.308,26.230404,24.513294,25.668857,15950.730416666665,1100.1421937661953,28.25098733333333,6.577200221253936,0.005751188582531935,24.907497,0.0
2024-01-08 13:00:00,24.907497,26.599425,0.020288,0.689504,-0.382791,-0.045912,1.6919280000000008,0.0008145338730744402,0.025921763346388127,0,0,16214.065,2.5,13,0,1,0,-0.2588190451025208,-0.9659258262890683,16514.936,15434.028,14942.49,25.28419,23.262962,24.426224,15994.657249999998,1100.7719852267853,28.283108,6.560012978944688,0.003434201372478217,25.231383,0.0
2024-01-08 14:00:00,25.231383,25.054089,0.141353,0.611057,-0.28997,-0.092802,-0.17729399999999984,0.005602269205774412,0.024389511827789864,0,0,15970.077,3.0,14,0,1,0,-0.4999999999999998,-0.8660254037844388,16214.065,15450.852,14917.384,24.907497,23.369227,24.519981,16027.158791666667,1094.9996696312821,28.351630291666662,6.513721012919082,0.0008145338730744402,24.30252,0.0
2024-01-08 15:00:00,24.30252,25.794363,0.1822,0.655404,-0.33968,-0.126041,1.4918429999999994,0.00749716490306355,0.025408807342906663,0,0,15920.864,3.6,15,0,1,0,-0.7071067811865471,-0.7071067811865479,15970.077,15457.204,14973.373,25.231383,23.653074,24.969544,16048.793166666665,1088.2266001197738,28.429220125,6.462682271290351,0.005602269205774412,26.673717,0.0
2024-01-08 16:00:00,26.673717,24.411547,0.2476,0.773609,-0.283883,-0.251229,-2.262170000000001,0.009282545810919415,0.03169028984521137,0,0,16288.261,4.1,16,0,1,0,-0.8660254037844384,-0.5000000000000004,15920.864,15827.628,15280.621,24.30252,27.094772,27.906864,16068.112333333333,1081.361554557787,28.456280374999995,6.443144442824026,0.00749716490306355,36.195676,0.0
2024-01-08 17:00:00,36.195676,26.816481,-0.678185,0.88009,-0.596139,-0.516109,-9.379195,-0.018736630309101013,0.032818996646129674,0,0,16978.755,3.7,17,0,1,0,-0.9659258262890683,-0.25881904510252063,16288.261,16479.863,15763.771,26.673717,34.075737,32.30118,16087.305375000002,1080.9954438433906,28.438736416666668,6.447584574068046,0.009282545810919415,32.341681,0.0
2024-01-08 18:00:00,32.341681,25.5951,-0.583502,0.567082,-0.544817,-0.556982,-6.746581000000003,-0.018041795663002177,0.02215588139917406,0,0,17373.014,2.7,18,0,1,0,-1.0,-1.8369701987210297e-16,16978.755,16584.808,15923.941,36.195676,33.102774,32.173331,16108.092541666665,1093.5957212403223,28.527067208333335,6.541998290468431,-0.018736630309101013,30.28703,0.0
2024-01-08 19:00:00,30.28703,25.0159,-0.558357,0.530317,-0.394613,-0.541918,-5.271130000000003,-0.01843551513634714,0.02119919731051052,0,0,17283.698,1.6,19,0,1,0,-0.9659258262890684,0.2588190451025203,17373.014,16459.708,15777.828,32.341681,32.322763,31.679139,16140.934458333335,1120.0498689716464,28.495355,6.520663167606715,-0.018041795663002177,27.389319,0.0
2024-01-08 20:00:00,27.389319,29.373189,-0.393118,1.097104,-0.267563,-0.620582,1.9838699999999996,-0.014352967300866444,0.037350523976133476,0,0,17143.759,1.5,20,0,1,0,-0.8660254037844386,0.5000000000000001,17283.698,16194.784,15592.624,30.28703,32.145568,30.560691,16175.267374999998,1142.647027318394,28.410532791666665,6.481835754738439,-0.01843551513634714,25.174331,0.0
